,0,1,2,3
0,0.4717349050215654,0.8736811884727688,0.8421323783264028,0.12247524584154978
1,0.44642348173185514,0.9104095068735616,0.8356845497636884,0.11424139689249047
2,0.4382259025969856,0.93430461716976,0.848841224854307,0.10929102276337732
3,0.4292830924847503,0.9448355889460766,0.8559683732567382,0.10842226075225614
4,0.42756859708338474,0.9400936684246644,0.8664869767434247,0.11520722048740384
5,0.4369013643711711,0.9224831453904742,0.8786439377396769,0.11942375967547902
6,0.4717805281198333,0.8893674888033476,0.893625016120035,0.14992837099763812
7,0.5374104417174378,0.7202006102760796,0.8754363525606348,0.31672303005739044
8,0.6393096841008338,0.5178145368683829,0.7532401561533553,0.745859342501453
9,0.6470643840033953,0.42288369815928234,0.807887403340894,0.9348509356248169
10,0.6955269981749563,0.3851926569255528,0.7814368653040733,0.9802897909523283
11,0.6716513057793619,0.3784077139300488,0.7719683812931866,0.9220540636328216
12,0.6284373978064571,0.37550543802467773,0.8031826589795457,0.7352221886725303
13,0.6075855804199777,0.426584475896123,0.8601120834543329,0.44636062372562296
14,0.5482350902520361,0.5253149931615902,0.8826239407609868,0.22598593694223013
15,0.5685911835668368,0.5883844381961156,0.8748389875488061,0.21674538432080037
16,0.736785479952379,0.5569750799873063,0.8724738115449214,0.2617375116377622
17,0.7645715310122183,0.4842956906933596,0.8776400743348745,0.24559893865143828
18,0.6884774708366442,0.43578420103128207,0.8926557293972069,0.23029340089836742
19,0.7125987927353493,0.42166607764304276,0.8653123474726003,0.23419442370939414
20,0.6920234740821102,0.4612618508740921,0.8197826519551283,0.23168479363196892
21,0.667814766598866,0.5776718540635716,0.8432249508703968,0.2085054080752894
22,0.6315388156053783,0.6972986810068054,0.8467674271825557,0.1736547993748434
23,0.5725893678658438,0.7981387583956694,0.8749483590719895,0.14596361302057426
